Timestamp,RTT (ms)
2025-04-29 12:22:24.400262,861.1797289995593
2025-04-29 12:22:26.969844,1567.6406949996817
2025-04-29 12:22:28.663693,692.4961990007432
2025-04-29 12:22:29.668961,3.2733419993746793
2025-04-29 12:22:30.676292,5.3418090001287055
2025-04-29 12:22:31.681032,2.8055620005034143
2025-04-29 12:22:32.688058,5.023822000111977
2025-04-29 12:22:33.693171,3.2621419995848555
2025-04-29 12:22:34.701273,6.066871999792056
2025-04-29 12:22:35.705684,2.5267429991799872
2025-04-29 12:22:36.709951,2.905338999880769
2025-04-29 12:22:37.714300,3.1706850004411535
2025-04-29 12:22:38.723947,3.4980160007762606
2025-04-29 12:22:39.728446,2.764666000075522
2025-04-29 12:22:40.737913,7.3547229994801455
2025-04-29 12:22:41.742795,3.645793000032427
2025-04-29 12:22:42.748420,3.821378999418812
2025-04-29 12:22:43.753387,3.0172430006132345
2025-04-29 12:22:44.758271,2.9807950004396844
